ID,goal,enddate,startdate,coinNum,teamSize,country_region,categories,overallrating,ratingTeam,ratingProduct,platform,acceptingCurrencyNum,whitepaper,video,socialMedia,GitHub,teamLinkedIn,teamPhotos,CEOPhoto
378,Y,31-03-2018,17-02-2018,55000000,5,United States of America,"Big Data,Communication,Cryptocurrency,Internet,Legal,Platform,Smart Contract",1.6,1,1,Ethereum,unknown,1,0,0,0,80%,0%,0
379,Y,22-04-2018,10-12-2017,500000000,10,USA,"Health,Platform",3.2,3.9,3.2,Waves,6,1,0,0,1,100%,100%,0
380,N,01-11-2017,30-09-2017,0,10,India,"Cryptocurrency,Platform",3.3,4,3,Ethereum,2,1,1,0,0,100%,100%,0
381,Y,22-09-2017,22-09-2017,400230000,37,Japan,"Infrastructure,Platform",3.8,4.2,3.8,Ethereum,1,1,1,3,1,0%,100%,1
382,Y,24-04-2017,24-04-2017,10000000,10,Germany,Platform,3.5,5,3,Ethereum,1,1,1,3,0,0%,100%,0
383,N,15-12-2017,15-11-2017,60000000,12,Russia,"Platform,Communication",2.1,0,0,Ethereum,1,1,1,0,0,25%,100%,0
384,N,18-02-2018,29-01-2018,420000000,1,USA,"Media,Entertainment,Cryptocurrency,Other,Platform,Smart Contract",3.3,0,0,Ethereum,1,1,1,0,1,100%,100%,0
385,N,30-05-2018,14-03-2018,7000000,1,USA,"Business services,Cryptocurrency,Investment,Smart Contract",2.1,0,0,Ethereum,2,1,1,0,0,100%,100%,0
386,N,06-05-2018,16-04-2018,75000000,14,British Virgin Islands,"Media,Platform,Sports",2.5,3,2,Ethereum,9,1,1,0,0,36%,100%,0
387,N,20-03-2018,20-02-2018,200000000,15,UK,"Charity,Cryptocurrency",2.1,3,1,Ethereum,5,1,0,0,1,33%,100%,0
388,Y,25-05-2018,19-02-2018,100,6,British Virgin Islands,"Artificial Intelligence,Big Data,Infrastructure,Manufacturing",2.4,0,0,Ethereum,2,1,1,0,0,0%,100%,0
389,Y,12-01-2018,07-07-2017,10000000,3,Marshall Islands,"Business services,Platform,Internet",3,3,3,Ethereum,2,1,0,3,1,0%,100%,1
390,N,05-04-2018,20-02-2018,2000000,1,Sweden,"Cryptocurrency,Investment,Smart Contract",2.1,2,3,Ethereum,1,1,1,0,0,100%,100%,1
391,Y,04-03-2018,17-12-2017,500000000,12,UK,"Platform,Business services",3.2,4,4,Ethereum,4,1,1,0,0,100%,100%,0
392,N,02-03-2018,22-02-2018,0,11,Singapore,"Cryptocurrency,Platform,Business services,Communication",2.5,4,4,Ethereum,1,1,0,0,0,0%,100%,0
393,N,29-12-2017,20-10-2017,2000000000,6,United Arab Emirates,"Cryptocurrency,Platform,Software",1.9,0,0,Ethereum,1,1,0,0,1,0%,100%,0
394,N,10-06-2018,18-03-2018,31000000,2,Germany,"Education,Cryptocurrency",2.2,2,2,Ethereum,1,1,0,0,0,100%,100%,1
395,N,04-12-2017,20-11-2017,150000000,12,UK,Charity,2.9,3.4,2.4,Ethereum,1,1,1,0,1,100%,100%,0
396,N,23-12-2017,14-12-2017,0,9,Switzerland,"Investment,Health,Manufacturing",2.7,3,2.3,Ethereum,2,1,1,0,1,100%,100%,0
397,N,11-06-2018,16-04-2018,27500000,9,Lithuania,Software,2.4,0,0,Ethereum,1,1,0,0,0,44%,100%,0
398,Y,16-02-2018,18-02-2018,40000000,7,USA,"Artificial Intelligence,Banking,Big Data,Infrastructure,Internet,Platform,Smart Contract",3.1,3.1,2.5,Ethereum,1,1,0,0,1,100%,71%,0
399,Y,14-02-2018,28-01-2018,105000000,5,Cayman Islands,Cryptocurrency,3.3,3,4.6,Ethereum,3,1,0,0,1,100%,100%,1
400,Y,18-02-2018,18-01-2018,100000000,6,Russia,"Internet,Platform",2.6,0,0,Ethereum,3,1,1,0,0,50%,100%,0
401,Y,16-02-2017,15-02-2017,750000,6,Switzerland,Software,2.3,0,0,unknown,1,1,0,2,0,100%,100%,0
402,N,06-08-2017,27-07-2017,0,4,UK,Communication,1.3,0,0,unknown,unknown,0,0,0,1,50%,100%,0
403,Y,30-09-2017,02-08-2017,98000000,13,Seychelles,"Business services,Internet",2.9,0,0,Ethereum,3,1,0,0,0,23%,100%,0
404,Y,30-04-2018,01-04-2018,217500000,14,Singapore,"Infrastructure,Platform",3.9,4,3.9,Ethereum,2,1,1,0,1,100%,100%,0
405,N,17-04-2018,22-02-2018,20000000,5,Singapore,"Business services,Internet,Platform,Retail",2.3,0,0,Ethereum,1,1,1,0,1,0%,100%,1
406,N,20-12-2017,20-11-2017,12000000,9,Estonia,"Platform,Cryptocurrency,Business services,Investment,Retail,Software",3.1,3,4,Ethereum,1,1,1,0,0,100%,100%,1
407,N,24-09-2017,27-05-2017,12400786,11,United Arab Emirates,Cryptocurrency,2.5,2,1,unknown,unknown,1,0,3,1,64%,100%,0
408,Y,31-05-2018,15-04-2018,150000000,27,Singapore,"Media,Artificial Intelligence,Platform,Smart Contract",4,4.3,4,Ethereum,1,1,1,0,1,88%,100%,0
409,N,01-06-2018,01-12-2017,100000000,5,USA,"Health,Cryptocurrency",1.8,2,1.8,Ethereum,1,1,0,0,0,0%,100%,1
410,N,02-06-2018,23-04-2018,1200000000,6,USA,"Internet,Cryptocurrency,Smart Contract,Software",2.4,0,0,Ethereum,2,1,1,1,1,67%,0%,0
411,Y,31-03-2018,30-01-2018,2.26E+16,8,British Virgin Islands,"Business services,Media,Software",2.8,0,0,Ethereum,1,1,1,0,1,0%,100%,1
412,N,31-05-2018,01-05-2018,0,10,Russia,Platform,2.1,2.6,2,Ethereum,unknown,1,1,0,1,0%,100%,0
413,Y,31-03-2018,28-02-2018,220000000,12,Mauritius,"Cryptocurrency,Communication",3.6,4.5,2.6,Ethereum,2,1,1,3,1,42%,92%,0
414,Y,10-05-2018,10-04-2018,1510000000,27,Gibraltar,"Investment,Cryptocurrency,Business services,Big Data,Banking,Platform",3.8,4.2,3.7,Ethereum,1,1,1,2,1,93%,89%,0
415,Y,11-05-2018,30-03-2018,1000000000,14,South Korea,"Banking,Big Data,Business services,Platform",3.1,3,3.2,Infinity Blockchain,3,1,1,3,1,86%,100%,0
416,N,30-05-2018,30-04-2018,74,5,UK,Tourism,2.4,0,0,Ethereum,1,1,0,0,0,0%,100%,1
417,N,25-05-2018,26-02-2018,40,9,India,Software,2.5,0,0,Ethereum,2,1,0,0,1,100%,100%,0
418,Y,10-05-2018,10-04-2018,730000000,26,UK,"Cryptocurrency,Internet,Platform",4.4,4.6,4.5,Ethereum,2,1,1,0,1,96%,100%,0
419,N,31-03-2018,29-01-2018,27000000,12,India,Business services,3.4,3.4,3.5,Ethereum,2,1,1,0,1,100%,100%,0
420,N,05-10-2017,17-08-2017,35000000,4,Russia,"Communication,Charity",1.6,1,2,Waves,3,1,0,0,0,0%,100%,0
421,Y,01-09-2017,30-06-2017,18565200,2,USA,Entertainment,1.8,0,0,Ethereum,1,1,1,3,0,0%,100%,1
422,N,29-09-2017,01-07-2017,100000000,1,USA,Entertainment,1.5,1,1,unknown,unknown,1,0,0,1,100%,0%,0
423,N,16-03-2018,16-02-2018,1500000,8,Russia,"Health,Cryptocurrency,Other,Manufacturing",2.1,4,3,Ethereum,1,1,0,0,0,25%,100%,1
424,N,10-01-2018,11-12-2017,75000000,8,USA,"Cryptocurrency,Platform,Entertainment,Sports",3,4,4,Ethereum,1,1,0,0,0,100%,0%,1
425,N,17-11-2017,14-11-2017,800000000,21,UK,"Cryptocurrency,Casino & Gambling,Sports,Virtual Reality",2.1,0,0,unknown,3,1,0,0,0,81%,100%,0
426,N,31-05-2018,14-05-2018,240,10,Indonesia,"Artificial Intelligence,Big Data,Education,Health,Platform",2.3,0,0,Stellar,1,1,0,0,0,100%,100%,1
427,N,15-05-2018,09-05-2018,6500000000,13,UK,"Cryptocurrency,Investment,Platform",3.7,3.8,3.2,Ethereum,2,1,1,0,1,77%,100%,0
428,N,28-09-2017,28-08-2017,9000000,4,Virgin Islands,Cryptocurrency,1.8,1,3.5,Ethereum,2,0,1,0,0,0%,0%,0
429,N,26-05-2018,26-04-2018,108000000,14,Belgium,"Internet,Cryptocurrency,Platform,Smart Contract",4.1,3.5,4.2,Ethereum,1,1,1,1,1,100%,100%,0
430,N,13-02-2018,12-01-2018,15000000,4,France,"Infrastructure,Other",2.4,3,3,Ethereum,1,1,0,0,0,25%,100%,0
431,N,19-02-2018,22-01-2018,32000000,11,Australia,"Banking,Business services,Cryptocurrency,Entertainment,Retail",2.4,0,0,Ethereum,1,1,1,0,0,64%,100%,1
432,Y,01-05-2018,12-04-2018,650000000,18,Estonia,"Smart Contract,Platform,Legal,Infrastructure,Education,Artificial Intelligence,Software",3.1,2.9,2.5,iOlite Blockchain,1,1,1,0,0,100%,100%,1
433,N,14-08-2017,24-07-2017,160000000,3,Netherlands,Platform,1.6,2,1.5,Ethereum,1,0,0,0,1,0%,100%,0
434,Y,30-10-2017,16-10-2017,600000000,11,Australia,"Cryptocurrency,Platform",4,4,4.5,Ethereum,1,1,1,1,0,100%,100%,0
435,Y,15-09-2017,15-08-2017,100000000,18,USA,Real estate,3.6,5,4,Ethereum,unknown,1,1,3,0,0%,100%,1
436,Y,30-04-2018,12-03-2018,60000000,12,UK,Cryptocurrency,3.7,3.7,3.9,Ethereum,5,1,1,0,0,92%,100%,0
437,N,04-05-2018,23-02-2018,109609500,12,USA,Entertainment,1.8,1,1,Ethereum,2,1,0,0,0,67%,100%,0
438,N,28-04-2018,06-04-2018,45000000,7,Sweden,"Banking,Business services,Cryptocurrency",1.9,1,2,unknown,3,1,1,0,0,0%,0%,1
439,N,31-01-2018,21-09-2017,0,22,USA,"Cryptocurrency,Health",2.5,3,4,unknown,4,1,1,2,0,100%,100%,0
440,Y,14-10-2017,05-08-2017,500000000,4,Netherlands,Other,2.5,5,4,Ardor,unknown,1,0,3,0,100%,100%,1
441,N,12-04-2018,08-03-2018,0,10,France,"Platform,Cryptocurrency,Software",2.5,0,0,Ethereum,1,1,0,0,1,0%,100%,0
442,N,01-03-2018,01-12-2017,70000000,10,UK,"Platform,Real estate",2,0,0,Ethereum,2,1,0,0,0,0%,100%,1
443,N,21-04-2018,10-03-2018,600000000,7,Italy,Manufacturing,2.6,2,2.5,Ethereum,1,1,0,0,0,86%,100%,0
444,Y,07-03-2018,05-02-2018,250000000,18,USA,"Big Data,Business services,Cryptocurrency,Internet,Smart Contract",3.3,3.8,3.1,Ethereum,3,1,1,0,0,72%,100%,1
445,N,01-06-2018,26-02-2018,35000000,18,Panama,"Cryptocurrency,Platform,Investment",4.2,4.5,4.1,Ethereum,2,1,1,0,1,100%,100%,0
446,Y,31-10-2017,25-07-2017,200000000,10,USA,Internet,3.1,5,5,Ethereum,2,1,1,3,0,70%,100%,1
