ID,goal,enddate,startdate,coinNum,teamSize,country_region,categories,overallrating,ratingTeam,ratingProduct,platform,acceptingCurrencyNum,whitepaper,video,socialMedia,GitHub,teamLinkedIn,teamPhotos,CEOPhoto
15,Y,30-09-2017,30-08-2017,29999997,6,Switzerland,Health,2.5,0,0,Litecoin,3,1,1,0,1,0%,100%,0
16,N,31-10-2017,11-09-2017,0,10,Russia,"Business services,Investment,Energy",3.4,3.2,3,Ethereum,1,1,1,0,1,90%,100%,1
17,N,11-06-2018,11-03-2018,30000000,8,USA,Media,2.3,0,0,Ethereum,1,1,1,0,0,88%,100%,0
18,N,29-05-2018,06-03-2018,0,8,Cyprus,"Infrastructure,Real estate,Tourism",2.8,0,0,Ethereum,4,1,0,0,1,50%,100%,0
19,Y,12-01-2018,08-01-2018,187500000,14,USA,"Artificial Intelligence,Business services",2.9,3,3,Ethereum,2,1,1,3,1,100%,100%,1
20,N,18-12-2017,16-11-2017,0,4,Bulgaria,Other,1.5,0,0,WAVES,10,1,0,0,0,0%,100%,0
21,N,19-03-2018,19-02-2018,400000000,1,Russia,Investment,1.3,1,1,WAVES,3,1,0,0,0,0%,100%,1
22,Y,11-08-2017,10-07-2017,3000000,9,United Arab Emirates,Cryptocurrency,2.8,0,0,Ethereum,2,1,1,0,1,0%,100%,0
23,N,27-04-2018,10-04-2018,142975000,23,USA,"Cryptocurrency,Casino & Gambling,Entertainment,Platform,Software",3.6,3.5,3.5,Ethereum,3,1,0,3,1,96%,100%,0
24,N,15-05-2018,15-02-2018,200000000,9,USA,"Legal,Cryptocurrency,Platform,Real estate,Smart Contract",3.9,4.6,4.3,Ethereum,7,1,1,0,0,100%,88%,1
25,Y,20-05-2018,20-04-2018,24000000,11,Singapore,"Platform,Cryptocurrency,Software",3.2,3.2,2.7,Ethereum,4,1,1,0,1,91%,100%,0
26,Y,11-03-2018,11-02-2018,122400000,16,Cyprus,"Business services,Investment,Internet",3,3.1,2.6,Ethereum,1,1,1,0,1,100%,100%,0
27,Y,31-05-2018,01-03-2018,1,10,India,"Cryptocurrency,Investment,Media,Software",4.3,3.9,4.4,Ethereum,1,1,1,0,1,100%,100%,0
28,N,11-04-2018,04-04-2018,204000000,21,Isle of Man,"Internet,Entertainment,Cryptocurrency,Casino & Gambling,Sports",4.1,5,4.6,Ethereum,1,1,1,0,0,90%,100%,0
29,N,25-12-2017,10-11-2017,21000000,4,Russia,Sports,2.1,2.3,2.3,Ethereum,1,1,0,0,0,50%,100%,0
30,N,28-05-2018,01-05-2018,0,10,Russia,"Artificial Intelligence,Big Data,Communication,Infrastructure,Platform",3,3,3.2,Ethereum,3,1,1,0,1,60%,100%,0
31,N,31-05-2018,16-04-2018,139000000,6,Thailand,Education,2.4,0,0,Ethereum,1,1,1,0,0,0%,100%,0
32,N,03-11-2017,03-10-2017,20000000,6,Russia,"Platform,Internet,Business services",2.9,0,0,Ethereum,2,1,1,0,0,33%,100%,0
33,N,02-09-2017,11-08-2017,15000000,6,Seychelles,"Platform,Cryptocurrency,Entertainment,Internet,Casino & Gambling,Sports",2.4,0,0,Ethereum,1,1,1,0,0,0%,100%,0
34,Y,20-03-2018,20-02-2018,350000000,14,Slovenia,"Cryptocurrency,Internet,Tourism",3.3,4,3.5,Ethereum,1,1,1,2,0,86%,100%,0
35,N,08-06-2018,08-05-2018,20000000,9,Latvia,"Banking,Infrastructure,Software",3.8,3.7,3.9,Ethereum,1,1,1,0,1,89%,100%,0
36,N,29-11-2017,12-10-2017,192000000,16,Czech Republic,"Business services,Cryptocurrency",2.8,0,0,Ethereum,1,1,0,0,1,69%,100%,0
37,Y,02-11-2017,02-10-2017,433494437,15,USA,"Platform,Business services",2.6,0,0,Ethereum,2,1,1,3,1,100%,100%,1
38,Y,31-05-2017,31-05-2017,1000000000,12,USA,Cryptocurrency,2.8,5,4.5,Ethereum,1,1,1,3,0,0%,100%,1
39,N,29-05-2018,15-04-2018,363200000,15,Bulgaria,"Platform,Retail",3,0,0,Ethereum,3,1,1,0,1,33%,100%,0
40,Y,15-12-2017,29-11-2017,3000000000,17,Russia,"Investment,Platform,Internet,Cryptocurrency",3.1,3.5,3,Ethereum,3,1,1,0,1,29%,100%,0
41,Y,30-04-2018,12-02-2018,21000000,13,Estonia,"Legal,Business services,Platform",4.5,4.1,4.2,Ethereum,5,1,1,0,1,100%,100%,0
42,Y,14-08-2017,14-07-2017,60000000,4,USA,Business services,2.3,0,0,Ethereum,1,1,0,0,0,0%,100%,0
43,N,07-02-2018,20-08-2017,10000000,6,Russia,"Banking,Investment",2.1,3,2,unknown,3,1,0,0,0,0%,100%,0
44,Y,04-04-2018,04-03-2018,500000000,13,Estonia,"Artificial Intelligence,Banking,Cryptocurrency",4.2,4.5,3.9,Ethereum,2,1,1,3,1,100%,100%,0
45,N,25-07-2017,25-06-2017,65000000,7,USA,"Platform,Cryptocurrency,Software",2.4,0,0,Ethereum,1,1,1,0,0,0%,100%,0
46,Y,30-04-2018,01-04-2018,185,9,Canada,"Smart Contract,Cryptocurrency",2.6,0,0,Ethereum,2,1,1,0,0,0%,100%,1
47,Y,31-05-2018,03-05-2018,700000000,21,Marshall Islands,"Platform,Health,Communication,Business services,Internet,Cryptocurrency,Smart Contract,Software,Infrastructure,Legal",4.4,4.7,4.2,Ethereum,1,1,1,3,1,95%,100%,0
48,Y,13-02-2018,16-01-2018,750000000,11,Singapore,"Software,Tourism",4.1,4.3,3.8,Ethereum,1,1,1,0,1,100%,100%,1
49,Y,13-01-2018,01-01-2018,10000000,21,Singapore,"Big Data,Business services,Cryptocurrency,Platform",4.3,4.3,4.2,Ethereum,2,1,1,0,1,95%,100%,0
50,N,15-09-2017,01-09-2017,800000,3,Belgium,Other,1.9,0,0,Ethereum,1,1,1,0,1,0%,100%,0
51,N,25-12-2017,25-11-2017,50000000,9,India,Cryptocurrency,2.9,3.2,3.1,Ethereum,2,1,1,0,1,100%,100%,0
52,N,31-03-2018,01-03-2018,0,8,USA,"Communication,Platform,Software",3.4,3,3.2,Ethereum,1,1,1,0,1,100%,100%,1
53,Y,19-04-2018,19-03-2018,30000000,16,United Arab Emirates,"Platform,Cryptocurrency,Investment",4.5,4.7,4.7,Ethereum,4,1,1,0,1,69%,100%,1
54,Y,24-01-2018,21-12-2017,5000000000,42,Luxembourg,"Business services,Big Data,Banking,Artificial Intelligence,Cryptocurrency,Investment,Legal,Platform,Smart Contract,Software",3.4,2.9,3.2,Ethereum,1,1,1,3,1,98%,100%,0
55,Y,19-12-2017,19-12-2017,500000000,14,Switzerland,"Platform,Cryptocurrency,Software,Internet,Infrastructure",4.1,4.6,3.8,Ethereum,1,1,1,3,1,0%,100%,1
56,Y,27-04-2018,27-03-2018,150000000,29,Estonia,"Platform,Health",4.1,4.4,4,Ethereum,1,1,1,0,1,66%,100%,0
57,N,16-11-2017,16-09-2017,0,11,Singapore,"Cryptocurrency,Retail,Business services",1.5,0,0,unknown,1,0,1,0,0,100%,100%,0
58,N,12-01-2018,18-12-2017,10000000,6,Singapore,"Software,Cryptocurrency",1.6,2,1,Ethereum,2,1,0,0,0,0%,100%,0
59,Y,08-07-2017,28-06-2017,10500000,13,Sweden,Cryptocurrency,3.2,4,5,Ethereum,1,1,1,0,1,0%,100%,0
60,N,30-12-2017,05-12-2017,20000000,11,Russia,"Platform,Cryptocurrency",2.8,3.7,3,Ethereum,1,1,1,0,0,73%,100%,0
61,N,01-05-2018,08-04-2018,86400000,8,Hungary,"Electronics,Infrastructure",2.5,0,0,Ethereum,4,1,1,0,0,100%,100%,0
62,N,02-05-2018,02-04-2018,300000000,6,USA,"Health,Cryptocurrency",2.5,0,0,Ethereum,unknown,1,0,0,1,67%,100%,0
63,Y,15-10-2017,15-09-2017,30000000,10,Slovenia,"Cryptocurrency,Platform,Investment",4.2,4.2,4,Ethereum,1,1,1,0,1,70%,100%,0
64,Y,14-08-2017,03-07-2017,375000000,16,Slovenia,"Business services,Platform",4.1,4.6,4,Ethereum,2,1,1,0,0,94%,100%,1
65,N,22-12-2017,22-11-2017,0,4,Ukraine,"Platform,Business services,Investment",1.8,0,0,Ethereum,unknown,1,0,0,0,0%,100%,1
66,Y,05-04-2018,27-03-2018,350000000,15,Estonia,"Big Data,Business services,Platform,Smart Contract",4,4,4,Ethereum,4,1,0,0,0,100%,100%,0
67,Y,28-09-2017,31-08-2017,45000000,7,Spain,"Cryptocurrency,Platform,Internet,Investment,Business services,Banking,Software",2.8,0,0,Ethereum,1,1,0,0,1,71%,100%,0
68,N,10-11-2017,10-09-2017,0,4,Russia,Cryptocurrency,1.4,2,2,Waves,unknown,0,0,0,0,0%,100%,0
69,N,22-03-2018,20-02-2018,105000000,11,Vietnam,"Artificial Intelligence,Cryptocurrency,Smart Contract",2.3,0,0,unknown,unknown,1,0,0,1,64%,100%,0
70,Y,20-09-2017,21-08-2017,11500000,23,Canada,Investment,3.1,0,0,Waves,2,1,1,3,0,0%,100%,1
71,Y,24-03-2018,10-02-2018,10350000,6,Sweden,Education,2.8,3,3,Ethereum,1,1,1,0,1,17%,100%,0
72,Y,17-03-2018,01-03-2018,10000000000,21,Lithuania,Media,3.5,3.2,2,Ethereum,1,1,1,0,0,86%,86%,0
73,N,27-12-2017,01-12-2017,300000000,8,Canada,"Banking,Cryptocurrency",1.6,0,0,Ethereum,1,0,0,0,1,0%,100%,0
74,Y,14-10-2017,14-09-2017,600000000,13,Austria,"Entertainment,Casino & Gambling",3.7,4.5,3.9,Ethereum,1,1,1,2,1,100%,100%,1
75,N,30-01-2018,01-12-2017,75000000,12,Estonia,"Platform,Business services,Software",2.9,4,4,Ethereum,1,1,1,0,1,58%,100%,0
76,N,05-06-2018,26-04-2018,70000000,7,Latvia,Platform,2.9,0,0,Ethereum,1,1,0,0,0,100%,100%,1
77,N,01-05-2018,01-04-2018,600000000,15,Korea,"Artificial Intelligence,Big Data,Cryptocurrency,Investment",2.4,0,0,Ethereum,1,1,0,0,0,47%,100%,1
78,Y,31-05-2018,15-04-2018,3500000000,24,Japan,"Artificial Intelligence,Big Data,Business services,Cryptocurrency,Infrastructure,Platform",3,0,0,Ethereum,1,1,1,0,0,44%,100%,0
79,N,10-06-2018,06-06-2018,3200000000,9,Singapore,Cryptocurrency,2,0,0,Ethereum,1,1,0,3,0,0%,100%,0
80,N,30-05-2018,15-04-2018,2250000000,4,Ukraine,"Artificial Intelligence,Platform",2.3,0,0,Ethereum,1,1,0,0,0,0%,100%,0
81,Y,30-11-2017,16-10-2017,75000000,19,USA,Investment,4.1,4.2,4.1,Ethereum,1,1,1,0,1,100%,100%,0
82,Y,04-08-2017,06-07-2017,10000000,4,Panama,Entertainment,3,0,0,Waves,unknown,1,0,3,0,0%,100%,1
83,Y,18-04-2018,21-03-2018,250000000,23,Estonia,Virtual Reality,2.9,0,0,Ethereum,1,1,0,0,0,43%,100%,1
84,Y,21-02-2018,07-12-2017,22440000,5,UK,"Manufacturing,Platform,Health",2.1,3,2.4,Ethereum,5,1,0,0,0,0%,100%,0
85,Y,30-09-2017,25-08-2017,8700000,12,USA,"Platform,Tourism",2.4,3.5,3.2,Ethereum,1,0,1,0,0,100%,100%,0
86,Y,01-06-2018,03-03-2018,24999999,22,UK,"Communication,Banking,Cryptocurrency,Investment,Other,Smart Contract,Software",4.2,4.7,4.1,Ethereum,2,1,1,2,1,96%,100%,1
87,N,30-09-2017,01-09-2017,0,4,Malaysia,Cryptocurrency,2.3,0,0,unknown,3,1,0,2,0,0%,100%,0
88,N,18-03-2018,18-01-2018,255200,8,Canada,"Artificial Intelligence,Business services,Platform,Software",2.9,3,3,Ethereum,1,1,1,0,1,100%,100%,0
89,Y,08-09-2017,12-08-2017,1000000000,3,USA,"Platform,Retail",2.5,0,0,Ethereum,1,1,1,0,1,0%,100%,0
90,N,08-06-2018,23-05-2018,7,15,Spain,"Business services,Cryptocurrency,Investment,Platform,Smart Contract,Software",4.3,4.3,4.2,Ethereum,2,1,1,0,1,86%,100%,0
91,N,04-02-2018,08-01-2018,500000000,9,USA,"Platform,Tourism",2.9,3.3,3,Ethereum,1,1,0,0,1,0%,0%,0
92,N,19-05-2018,19-03-2018,437000000,11,Slovenia,"Business services,Communication,Cryptocurrency,Platform",2.6,0,0,Ethereum,unknown,1,0,0,0,55%,100%,0
93,N,29-12-2017,27-10-2017,39999999,3,Russia,"Investment,Business services",1.8,2,2,Waves,4,1,1,0,0,0%,100%,0
94,N,25-02-2018,25-12-2017,80,8,UK,"Platform,Cryptocurrency,Investment,Infrastructure,Real estate",2.4,3.5,2.7,unknown,2,1,1,0,0,88%,100%,1
95,Y,06-03-2018,04-02-2018,8550000000,9,Singapore,Cryptocurrency,2.4,0,0,Ethereum,2,1,1,0,0,63%,100%,0
96,N,15-03-2018,16-02-2018,72000000,12,UK,"Platform,Software,Communication,Infrastructure",3,0,0,Ethereum,unknown,1,1,3,0,8%,100%,0
97,Y,05-09-2017,05-09-2017,120000000,31,Slovenia,Entertainment,4.3,4.7,3.9,Ethereum,1,1,1,3,1,94%,100%,1
98,N,31-03-2018,09-03-2018,0,8,UK,"Business services,Software",2,0,0,Ethereum,1,1,0,0,0,0%,100%,0
99,Y,08-12-2017,08-11-2017,3000000,22,Russia,"Software,Platform",3.3,3,3,Ethereum,5,1,1,0,1,59%,100%,1
100,N,05-06-2018,06-04-2018,245000000,6,Lithuania,Platform,2.2,1.6,1.6,Ethereum,1,1,1,0,1,100%,100%,1
101,N,30-03-2018,26-02-2018,0,10,Switzerland,"Cryptocurrency,Platform",2.3,0,0,Ethereum,unknown,1,1,0,0,90%,100%,0
102,N,25-04-2018,15-02-2018,0,12,UK,Charity,1.4,0,0,unknown,2,0,1,0,1,100%,100%,0
103,N,31-12-2017,01-12-2017,22000,10,Russia,"Investment,Platform,Infrastructure",2.9,3.5,4.1,Ethereum,3,1,1,0,0,20%,100%,1
104,N,29-03-2018,04-03-2018,800000000,3,USA,Internet,2.1,0,0,Ethereum,1,1,1,0,0,100%,100%,0
105,N,31-10-2017,01-10-2017,65000000,10,Malaysia,Real estate,2.4,2,1,Waves,10,1,1,0,0,70%,100%,0
106,Y,02-06-2018,01-05-2018,400000000,20,Switzerland,"Banking,Business services,Smart Contract",2.4,0,0,Ethereum,3,1,0,0,1,95%,100%,1
107,Y,28-02-2018,29-11-2017,14000000,9,Laos,"Retail,Manufacturing",3.2,3.7,3.7,Ethereum,2,1,1,0,0,44%,100%,0
108,N,15-09-2017,15-08-2017,0,2,Georgia,"Business services,Platform",1.9,0,0,unknown,unknown,1,1,0,0,0%,100%,0
109,N,23-03-2018,23-02-2018,250000000,21,Singapore,Big Data,3.1,2.8,4.1,Ethereum,1,1,0,2,1,0%,100%,1
110,Y,10-04-2018,20-03-2018,1500000000,16,UK,"Cryptocurrency,Entertainment",3.7,3.8,3.5,Ethereum,1,1,1,0,1,100%,100%,0
111,Y,15-01-2018,15-01-2018,5100000000,13,China,"Big Data,Platform,Artificial Intelligence,Smart Contract",3.7,3.5,3.3,NEO,1,1,1,0,1,85%,100%,0
112,N,28-02-2018,15-01-2018,100000000,6,Canada,Cryptocurrency,2.6,2.7,2.7,Ethereum,5,1,1,0,0,100%,100%,1
113,N,28-02-2018,31-01-2018,1782692307,24,Germany,"Platform,Retail,Business services,Internet",3.3,4,4,Ethereum,1,1,1,0,1,83%,100%,1
114,Y,15-12-2017,15-11-2017,36900000,8,Netherlands,"Platform,Software,Entertainment,Media",3.5,0,0,Ethereum,1,1,0,3,0,88%,100%,1
115,Y,14-04-2018,14-03-2018,350000000,15,USA,Media,4.1,4.6,4.4,Ethereum,unknown,1,1,0,1,100%,100%,1
116,N,10-06-2018,02-05-2018,42000000,12,Luxembourg,"Cryptocurrency,Investment,Software,Banking,Internet",2.3,1.8,1.3,Ethereum,3,1,0,0,0,91%,100%,0
117,N,01-03-2018,01-02-2018,0,7,Russia,"Platform,Media",2.8,0,0,Waves,unknown,1,0,3,0,57%,100%,1
118,N,31-03-2018,01-03-2018,6000000000,3,USA,"Platform,Smart Contract",2.1,0,0,Ethereum,1,1,1,0,1,100%,100%,0
119,Y,28-02-2018,05-12-2017,400000000,40,Gibraltar,Real estate,4,4.4,3.7,Ethereum,2,1,1,3,1,58%,90%,1
120,Y,31-05-2018,01-05-2018,425000000,18,Brazil,"Business services,Cryptocurrency,Investment,Platform",4.3,4.4,4.1,Ethereum,1,1,1,0,1,100%,100%,0
121,Y,15-04-2018,01-04-2018,9,14,Singapore,"Art,Entertainment,Media",3.2,3,3,Ethereum,1,1,1,3,1,54%,100%,1
122,N,14-10-2017,13-09-2017,54600000,19,Canada,Entertainment,3.4,3.6,3.2,Ethereum,1,1,1,3,1,74%,95%,0
123,N,14-05-2018,10-03-2018,0,4,Sweden,Cryptocurrency,1.7,1,1,Ethereum,1,1,0,0,0,0%,100%,0
124,Y,04-06-2018,28-03-2018,55000000,19,UK,"Internet,Infrastructure,Communication,Business services,Platform,Smart Contract,Software",4.6,4.8,4.4,Hyperledger,3,1,1,3,1,100%,100%,0
125,N,15-12-2017,15-11-2017,100000000,8,Germany,"Internet,Platform,Communication,Media",2.4,0,0,Ethereum,2,1,0,0,0,25%,100%,0
126,Y,17-12-2017,17-11-2017,12500000,18,Gibraltar,"Platform,Cryptocurrency,Retail,Media,Entertainment,Investment",3,3.7,2.1,Ethereum,2,1,1,0,1,94%,100%,0
127,Y,20-10-2017,10-10-2017,18,4,Singapore,Cryptocurrency,3.4,3.4,2.4,Ethereum,1,1,1,0,1,0%,100%,0
128,Y,30-05-2018,01-03-2018,3000000000,17,USA,"Business services,Tourism",2.6,0,0,Ethereum,1,1,1,0,0,100%,71%,1
129,Y,30-04-2018,21-03-2018,570500000,32,Slovenia,"Artificial Intelligence,Energy,Infrastructure",4.1,3.7,4.2,Ethereum,1,1,1,0,1,72%,100%,0
130,Y,05-02-2018,15-01-2018,110000000,18,Indonesia,"Cryptocurrency,Infrastructure,Investment,Platform",3.4,0,0,Ethereum,2,1,1,0,1,0%,100%,0
131,Y,01-11-2017,01-10-2017,2.40E+11,25,Netherlands,Health,3.7,4.3,3.5,Ethereum,1,1,1,0,1,85%,100%,1
132,Y,15-04-2018,19-03-2018,395000000,17,France,"Banking,Artificial Intelligence,Big Data,Business services,Communication,Education,Energy,Entertainment,Health,Infrastructure,Internet,Media,Platform,Software",3.6,3.9,2.5,Neurochain,2,1,1,0,1,100%,100%,1
133,N,29-05-2018,15-04-2018,85000000,6,UK,Cryptocurrency,2.6,0,0,Ethereum,3,1,1,0,0,100%,100%,0
134,N,10-12-2017,14-11-2017,0,7,UK,Banking,2.9,2,2.6,unknown,1,1,1,2,1,100%,100%,0
135,N,31-05-2018,02-04-2018,150000000,11,UK,Business services,2.5,0,0,Ethereum,3,1,1,0,0,100%,100%,0
136,Y,31-05-2018,01-02-2018,14250000,8,Switzerland,"Energy,Investment",3.8,0,0,Ethereum,3,1,1,3,1,50%,100%,0
137,Y,09-04-2018,12-02-2018,650000000,13,UK,Internet,3.4,3,3.1,Ethereum,4,1,1,0,1,62%,100%,1
138,Y,14-01-2018,15-12-2017,124500000,10,Switzerland,"Cryptocurrency,Software,Investment,Infrastructure,Manufacturing,Energy",3,3.2,3.3,Ethereum,3,1,1,0,0,0%,100%,0
139,N,06-04-2018,15-02-2018,50000000,2,Germany,"Platform,Cryptocurrency,Investment",2.3,1,1,Ethereum,unknown,1,0,3,1,100%,0%,0
140,N,11-04-2018,01-03-2018,70000000,10,Austria,"Entertainment,Media",2.1,2.3,2,Ethereum,1,1,0,0,0,67%,78%,0
141,Y,13-02-2018,31-01-2018,150000000,20,USA,Real estate,4,4.4,3.6,Ethereum,1,1,0,0,1,100%,100%,1
142,N,21-11-2017,24-10-2017,100000000,11,Mexico,"Entertainment,Platform,Other",3,5,4,Ethereum,1,1,1,0,1,100%,100%,0
143,N,31-08-2017,01-08-2017,20000000,5,Canada,Investment,2,0,0,Ethereum,1,1,0,0,0,0%,100%,0
144,N,20-03-2018,28-02-2018,0,5,Bulgaria,Cryptocurrency,2.1,0,0,Ethereum,1,1,0,0,0,100%,100%,0
145,Y,17-01-2018,15-01-2018,250000000,15,Slovenia,"Platform,Retail,Software",3.8,4.1,3.2,Ethereum,1,1,1,3,1,100%,100%,0
146,N,09-06-2017,09-06-2017,55000000,7,USA,Cryptocurrency,2.5,5,5,Ethereum,1,0,1,3,0,0%,100%,0
147,Y,30-04-2018,01-03-2018,500000000,9,Russia,"Cryptocurrency,Platform,Business services,Infrastructure",2.3,0,0,ETH,unknown,1,0,0,1,11%,100%,0
148,N,31-03-2018,16-02-2018,30000000,4,USA,"Business services,Communication,Cryptocurrency,Investment,Platform",1.3,0,0,Ethereum,1,1,0,0,0,0%,0%,0
149,N,10-12-2017,10-11-2017,330000000,3,USA,"Business services,Cryptocurrency",2.4,3,2,Ethereum,1,1,0,0,1,100%,100%,0
150,Y,24-07-2017,24-07-2017,53252246,5,UK,Business services,3.1,0,0,Ethereum,unknown,1,0,0,1,100%,100%,0
151,N,10-11-2017,27-10-2017,150000,4,Japan,"Platform,Cryptocurrency",1.9,2,2,Ethereum,unknown,1,0,0,0,100%,0%,0
152,N,30-04-2018,19-03-2018,65000000,1,UK,"Other,Investment,Cryptocurrency,Platform",1.7,1,1,Ethereum,2,1,0,0,0,100%,0%,0
153,N,20-12-2017,20-11-2017,50000000,6,India,"Business services,Investment,Platform",2.8,3,4,Ethereum,1,1,1,0,1,50%,100%,0
154,N,14-05-2018,22-10-2017,60000000,7,USA,"Software,Business services,Platform",2.5,0,0,Ethereum,1,1,0,0,1,43%,100%,0
155,Y,19-04-2017,19-04-2017,87000000,10,France,Platform,3.1,0,0,unknown,2,1,1,2,0,90%,0%,0
156,N,31-03-2018,05-03-2018,2700000,3,india,Cryptocurrency,1.5,0,0,unknown,unknown,1,1,0,0,100%,100%,0
157,N,22-04-2018,22-02-2018,10500000,5,UK,"Business services,Platform",2.4,2,2,CryptoNote-based Blockchain,5,1,0,0,1,100%,60%,1
158,Y,15-01-2018,24-11-2017,165000000,18,Gibraltar,"Platform,Investment,Education",3.2,3.6,2.5,Ethereum,1,1,1,3,1,100%,100%,0
159,Y,31-01-2018,07-12-2017,64000000,14,Lithuania,"Internet,Infrastructure,Platform,Cryptocurrency,Software",3.4,3.4,3.2,Ethereum,4,1,1,0,1,88%,100%,0
160,N,14-02-2018,10-01-2018,130000000,12,Seychelles,Energy,1.8,1,1,Ethereum,1,1,0,0,0,0%,100%,0
161,Y,07-03-2018,07-02-2018,15000000000,8,USA,Investment,3.6,5,5,Ethereum,8,1,1,2,1,50%,100%,1
162,N,14-10-2017,06-10-2017,200000000,20,Denmark,"Platform,Software",2.4,3,3,Ethereum,3,1,0,0,0,0%,80%,0
163,Y,30-04-2018,02-04-2018,31000000,14,Switzerland,Platform,4.2,4.7,4.3,Ethereum,1,1,1,3,1,79%,93%,1
164,Y,11-04-2018,11-03-2018,73270000,14,UK,"Platform,Infrastructure",3.7,4,3.3,Ethereum,1,1,1,0,1,100%,100%,1
165,Y,26-12-2017,26-11-2017,60000000,16,Australia,"Platform,Investment,Cryptocurrency,Software",2.9,3,2.9,Ethereum,1,1,1,0,1,100%,100%,1
166,Y,05-03-2018,29-01-2018,40000000,14,Estonia,"Business services,Software",3.7,3.6,2.5,Ethereum,1,1,1,2,1,89%,100%,1
167,Y,17-11-2017,02-10-2017,40000000,24,Russia,"Platform,Business services",4.3,4.5,4.7,Ethereum,6,1,1,2,0,25%,100%,1
168,N,22-11-2017,01-11-2017,200000000,6,Russia,"Platform,Entertainment,Art",2,1.6,1.4,Ethereum,1,1,0,0,0,0%,100%,0
169,Y,15-02-2018,01-02-2018,7000000,10,Switzerland,Tourism,3.4,3.5,2.8,Ethereum,1,1,1,2,1,100%,100%,0
170,N,30-04-2018,19-03-2018,0,7,Russian,Cryptocurrency,2.4,0,0,Ethereum,1,1,0,0,0,43%,86%,0
171,N,10-06-2018,16-04-2018,141,18,Belarus,"Infrastructure,Cryptocurrency,Big Data,Platform,Smart Contract,Software",3.5,3.2,2.9,Ethereum,5,1,1,0,1,100%,100%,0
172,N,31-10-2017,15-09-2017,50000000,2,USA,"Business services,Platform,Cryptocurrency",2.1,0,0,Ethereum,8,1,1,1,0,50%,100%,1
173,N,15-04-2018,15-03-2018,1500000000,6,UK,"Business services,Cryptocurrency,Internet,Media,Platform,Retail",1.9,0,0,Ethereum,1,1,0,0,0,0%,100%,0
174,N,23-11-2017,26-10-2017,0,3,Russia,Manufacturing,1.8,0,0,unknown,1,1,0,0,0,0%,100%,0
175,Y,15-05-2018,08-05-2018,904000000,19,Slovenia,"Investment,Business services,Banking,Artificial Intelligence,Platform",3.6,3.7,2.9,Ethereum,1,1,1,0,0,100%,100%,0
176,N,22-09-2017,08-09-2017,0,7,Singapore,"Platform,Business services,Entertainment,Software",1.7,3,2.2,unknown,unknown,1,1,0,0,0%,100%,0
177,Y,20-04-2018,15-03-2018,9325000,5,USA,Cryptocurrency,2.9,0,0,Ethereum,1,1,1,0,1,43%,100%,0
178,Y,20-10-2017,16-09-2017,80000000,5,Malta,"Casino & Gambling,Entertainment",3,4.1,3.4,Ethereum,1,1,1,0,1,100%,100%,0
179,Y,08-05-2018,01-03-2018,160000000,17,USA,Entertainment,3.5,3.4,3.2,Ethereum,2,1,1,0,1,100%,100%,0
180,Y,27-01-2018,29-11-2017,66666666,19,Estonia,"Software,Platform",3.8,4,4.2,Ethereum,1,1,1,0,1,37%,100%,1
181,Y,24-11-2017,24-10-2017,200000000,9,Argentina,"Platform,Entertainment,Media",3.5,4,4,Ethereum,1,1,1,3,0,100%,100%,0
182,N,08-01-2018,18-12-2017,18000000,13,Ukraine,"Cryptocurrency,Platform,Investment,Business services",1.8,1.8,1.3,Ethereum,1,0,1,0,1,31%,100%,0
183,Y,15-03-2018,05-02-2018,3000000000,37,Singapore,"Other,Investment,Internet,Infrastructure,Cryptocurrency,Business services,Banking,Platform,Smart Contract,Tourism",4.3,4.3,4.3,Ethereum,1,1,1,0,1,68%,70%,0
184,Y,29-12-2017,29-11-2017,1000000000,16,Russia,"Platform,Communication",3.8,5,5,Ethereum,3,1,1,0,1,88%,100%,1
185,Y,23-03-2018,16-03-2018,325000000,13,USA,"Platform,Banking",4.1,4.3,3.8,Ethereum,3,1,1,3,1,100%,100%,1
186,Y,18-05-2018,18-04-2018,342000000,19,Singapore,"Internet,Platform,Electronics,Media,Communication,Infrastructure,Software",3.7,3.8,3.4,Ethereum,1,1,1,0,1,95%,100%,0
187,Y,19-04-2018,20-11-2017,350,2,Estonia,"Platform,Cryptocurrency,Business services,Infrastructure",3.4,3,3,Ethereum,1,1,1,0,0,100%,100%,1
188,N,14-09-2017,14-08-2017,112000000,7,Kyrgyzstan,Platform,1.9,0,0,Ethereum,1,0,1,0,1,0%,100%,0
189,N,31-01-2018,01-01-2018,1950000,6,Singapore,Cryptocurrency,2.3,1.6,2.3,Ethereum,1,1,0,0,1,83%,100%,0
190,N,24-10-2017,04-10-2017,3250000,21,Spain,Energy,3.3,3,1,Ethereum,1,1,0,0,1,90%,100%,0
191,N,19-10-2017,19-09-2017,1.24E+12,4,Israel,"Platform,Software,Retail",2.9,0,0,Ethereum,1,1,1,0,1,100%,100%,0
192,N,29-11-2017,21-11-2017,0,2,UK,"Casino & Gambling,Platform",1.6,2,2,Ethereum,1,1,0,0,0,100%,100%,0
193,N,07-05-2018,19-03-2018,175,13,Czech Republic,"Artificial Intelligence,Big Data,Education,Energy,Health,Virtual Reality",2.3,0,0,Counterparty,unknown,1,1,0,1,0%,62%,0
194,N,10-06-2018,11-04-2018,0,18,Russia,Energy,2.5,0,0,Ethereum,1,1,0,0,1,0%,100%,0
